identifier,labels,text,en,es-CO,de,fr-CA,nl,de-CH,es-AR,en-GH
parent_survey_child_048,ChildPhysicalActivity,"<b>DURING THE PAST WEEK</b>, on how many days did your child exercise, play a sport, or participate in physical activity (either in school or outside of school) for at least 60 minutes?","<b>DURING THE PAST WEEK</b>, on how many days did your child exercise, play a sport, or participate in physical activity (either in school or outside of school) for at least 60 minutes?","<b>DURANTE LA SEMANA PASADA</b>, ¿cuántos días hizo su niño(a) ejercicio, practicó un deporte o participó en una actividad física en el colegio o fuera del colegio durante al menos 60 minutos?",An wie vielen Tagen <b>WÄHREND DER LETZTEN WOCHE</b> hat Ihr Kind mindestens 60 Minuten lang Sport getrieben oder an körperlichen Aktivitäten teilgenommen (entweder in der Schule oder außerhalb der Schule)?,"<b>DURANT LA DERNIÈRE SEMAINE</b>, combien de jours votre enfant a-t-il fait de l'exercice, pratiqué un sport ou participé à une activité physique (en milieu scolaire ou non) pendant au moins 60 minutes ?","<b>In DE AFGELOPEN WEEK</b>, op hoeveel dagen heeft uw kind gesport, een sport beoefend of deelgenomen aan een fysieke activiteit (op school of daarbuiten) gedurende ten minste 60 minuten?",An wie vielen Tagen <b>WÄHREND DER LETZTEN WOCHE</b> hat Ihr Kind mindestens 60 Minuten lang Sport getrieben oder an körperlichen Aktivitäten teilgenommen (entweder in der Schule oder außerhalb der Schule)?,"<b>DURANTE LA SEMANA PASADA</b>, ¿cuántos días hizo su niño(a) ejercicio, practicó un deporte o participó en una actividad física en el colegio o fuera del colegio durante al menos 60 minutos?","<b>DURING THE PAST WEEK</b>, on how many days did your child exercise, play a sport, or participate in physical activity (either in school or outside of school) for at least 60 minutes?"
parent_survey_child_049,ChildPhysicalActivity,0 days,0 days,0 días,0 Tage,0 jour,0 dagen,0 Tage,0 días,0 days
parent_survey_child_050,ChildPhysicalActivity,1 - 3 days,1 - 3 days,1 - 3 días,1 - 3 Tage,1 - 3 jours,1 - 3 dagen,1 - 3 Tage,1 - 3 días,1 - 3 days
parent_survey_child_051,ChildPhysicalActivity,4 - 6 days,4 - 6 days,4 - 6 días,4 - 6 Tage,4 - 6 jours,4 - 6 dagen,4 - 6 Tage,4 - 6 días,4 - 6 days
parent_survey_child_052,ChildPhysicalActivity,Every day,Every day,Todos los días,Jeden Tag,Tous les jours,Elke dag,Jeden Tag,Todos los días,Every day
parent_survey_child_053,ChildChronicHealth,"<b>DURING THE PAST 12 MONTHS</b>, has your child had FREQUENT or CHRONIC difficulty with any of the following?","<b>DURING THE PAST 12 MONTHS</b>, has your child had FREQUENT or CHRONIC difficulty with any of the following?","<b>DURANTE LOS ÚLTIMOS 12 MESES</b>, ¿ha tenido su niño(a) dificultades FRECUENTES o CRÓNICAS en alguno de los siguientes aspectos?",Hatte Ihr Kind <b>WÄHREND DER LETZTEN 12 MONATE</b> REGELMÄßIGE oder CHRONISCHE Schwierigkeiten in einem der folgenden Bereiche?,"<b>AU COURS DES 12 DERNIERS MOIS</b>, votre enfant a-t-il eu des difficultés FRÉQUENTES ou CHRONIQUES avec l'une des choses suivantes ?","<b>IN DE AFGELOPEN 12 MAANDEN</b>, heeft uw kind REGELMATIG of CHRONISCH moeite gehad met een van de volgende?",Hatte Ihr Kind <b>WÄHREND DER LETZTEN 12 MONATE</b> REGELMÄßIGE oder CHRONISCHE Schwierigkeiten in einem der folgenden Bereiche?,"<b>DURANTE LOS ÚLTIMOS 12 MESES</b>, ¿ha tenido su niño(a) dificultades FRECUENTES o CRÓNICAS en alguno de los siguientes aspectos?","<b>DURING THE PAST 12 MONTHS</b>, has your child had FREQUENT or CHRONIC difficulty with any of the following?"
parent_survey_child_054,ChildBreathing,Breathing or other respiratory problems (such as wheezing or shortness of breath),Breathing or other respiratory problems (such as wheezing or shortness of breath),Respiración u otros problemas respiratorios (tales como respiración sibilante o ruidosa y falta de aire),Atembeschwerden oder andere Atemprobleme (wie Keuchen oder Kurzatmigkeit),Problèmes respiratoires ou autres difficultés respiratoires (tels que la respiration sifflante ou un essoufflement),Ademhaling of andere ademhalingsproblemen (zoals piepen of kortademigheid),Atembeschwerden oder andere Atemprobleme (wie Keuchen oder Kurzatmigkeit),Respiración u otros problemas respiratorios (tales como respiración sibilante o ruidosa y falta de aire),Breathing or other respiratory problems (such as wheezing or shortness of breath)
parent_survey_child_055,ChildBreathing,,,,,,,,,
parent_survey_child_056,ChildBreathing,,,,,,,,,
parent_survey_child_057,ChildBreathing,Don't know,Don't know,No sé,weiß nicht,Je ne sais pas,Weet ik niet,weiß nicht,No sé,Don't know
parent_survey_child_058,ChildEating,Eating or swallowing because of a health condition,Eating or swallowing because of a health condition,Comer o tragar debido a una afección de salud,Essen oder Schlucken aufgrund eines Gesundheitszustands,Manger ou avaler en raison d'une condition de santé,Eten of slikken vanwege een gezondheidsprobleem,Essen oder Schlucken aufgrund eines Gesundheitszustands,Comer o tragar debido a una afección de salud,Eating or swallowing because of a health condition
parent_survey_child_059,ChildEating,,,,,,,,,
parent_survey_child_060,ChildEating,,,,,,,,,
parent_survey_child_061,ChildEating,Don't know,Don't know,No sé,weiß nicht,Je ne sais pas,Weet ik niet,weiß nicht,No sé,Don't know
parent_survey_child_062,ChildDigestion,"Digesting food, including stomach/intestinal problems, constipation, or diarrhea","Digesting food, including stomach/intestinal problems, constipation, or diarrhea","Digestión de la comida, incluidos problemas estomacales o intestinales, el estreñimiento o la diarrea","Verdauung von Nahrungsmitteln, einschließlich Magen-/Darmproblemen, Verstopfung oder Durchfall","Digestion des aliments, y compris les problèmes d'estomac/intestinaux, la constipation ou la diarrhée","Voedsel verteren, waaronder maag/darmproblemen, obstipatie of diarree","Verdauung von Nahrungsmitteln, einschließlich Magen-/Darmproblemen, Verstopfung oder Durchfall","Digestión de la comida, incluidos problemas estomacales o intestinales, el estreñimiento o la diarrea","Digesting food, including stomach/intestinal problems, constipation, or diarrhea"
parent_survey_child_063,ChildDigestion,,,,,,,,,
parent_survey_child_064,ChildDigestion,,,,,,,,,
parent_survey_child_065,ChildDigestion,Don't know,Don't know,No sé,weiß nicht,Je ne sais pas,Weet ik niet,weiß nicht,No sé,Don't know
parent_survey_child_066,ChildPain,"Repeated or chronic physical pain, including headaches or other back or body pain","Repeated or chronic physical pain, including headaches or other back or body pain","Dolor recurrente como dolor de cabeza, dolor de espalda o dolor generalizado, entre otros","Wiederholte oder chronische körperliche Schmerzen, einschließlich Kopfschmerzen oder andere Rücken- oder Körperschmerzen","Douleurs physiques répétées ou chroniques, y compris les maux de tête ou autres douleurs au dos ou au corps","Herhaalde of chronische fysieke pijn, waaronder hoofdpijn of andere rug- of lichaamspijnen","Wiederholte oder chronische körperliche Schmerzen, einschließlich Kopfschmerzen oder andere Rücken- oder Körperschmerzen","Dolor recurrente como dolor de cabeza, dolor de espalda o dolor generalizado, entre otros","Repeated or chronic physical pain, including headaches or other back or body pain"
parent_survey_child_067,ChildPain,,,,,,,,,
parent_survey_child_068,ChildPain,,,,,,,,,
parent_survey_child_069,ChildPain,Don't know,Don't know,No sé,weiß nicht,Je ne sais pas,Weet ik niet,weiß nicht,No sé,Don't know
parent_survey_child_070,ChildToothache,Toothaches,Toothaches,Dolor de dientes,Zahnschmerzen,Maux de dents,Kiespijn,Zahnschmerzen,Dolor de dientes,Toothaches
parent_survey_child_071,ChildToothache,,,,,,,,,
parent_survey_child_072,ChildToothache,,,,,,,,,
parent_survey_child_073,ChildToothache,Don't know,Don't know,No sé,weiß nicht,Je ne sais pas,Weet ik niet,weiß nicht,No sé,Don't know
parent_survey_child_074,ChildGums,Bleeding gums,Bleeding gums,Sangrado en las encías,Zahnfleischbluten,Gencives qui saignent,Bloedend tandvlees,Zahnfleischbluten,Sangrado en las encías,Bleeding gums
parent_survey_child_075,ChildGums,,,,,,,,,
parent_survey_child_076,ChildGums,,,,,,,,,
parent_survey_child_077,ChildGums,Don't know,Don't know,No sé,weiß nicht,Je ne sais pas,Weet ik niet,weiß nicht,No sé,Don't know
parent_survey_child_078,ChildCavities,Decayed teeth or cavities,Decayed teeth or cavities,Dientes deteriorados o caries,Karies oder Zahnlöcher,Dents cariées ou caries,Verrotte tanden of gaatjes,Karies oder Zahnlöcher,Dientes deteriorados o caries,Decayed teeth or cavities
parent_survey_child_079,ChildCavities,,,,,,,,,
parent_survey_child_080,ChildCavities,,,,,,,,,
parent_survey_child_081,ChildCavities,Don't know,Don't know,No sé,weiß nicht,Je ne sais pas,Weet ik niet,weiß nicht,No sé,Don't know
parent_survey_child_082,ChildHealthOther,Does your child have any of the following?,Does your child have any of the following?,¿Tiene su niño(a) alguna de las siguientes?,Hat Ihr Kind eines der folgenden Probleme?,Votre enfant a-t-il l'un des problèmes suivants ?,Heeft uw kind een van de volgende problemen?,Hat Ihr Kind eines der folgenden Probleme?,¿Tiene su niño(a) alguna de las siguientes?,Does your child have any of the following?
parent_survey_child_083,ChildConcentration,"Serious difficulty concentrating, remembering, or making decisions because of a physical, mental, or emotional condition","Serious difficulty concentrating, remembering, or making decisions because of a physical, mental, or emotional condition","Dificultades serias para concentrarse, recordar o tomar decisiones debido a un trastorno físico, mental o emocional","Ernsthafte Schwierigkeiten, sich zu konzentrieren, sich zu erinnern oder Entscheidungen zu treffen, aufgrund eines körperlichen, geistigen oder emotionalen Zustands","Difficulté sérieuse à se concentrer, se souvenir ou prendre des décisions en raison d'un état physique, mental ou émotionnel","Ernstige moeite met concentreren, onthouden of beslissingen nemen vanwege een fysiek, mentaal of emotioneel probleem","Ernsthafte Schwierigkeiten, sich zu konzentrieren, sich zu erinnern oder Entscheidungen zu treffen, aufgrund eines körperlichen, geistigen oder emotionalen Zustands","Dificultades serias para concentrarse, recordar o tomar decisiones debido a un trastorno físico, mental o emocional","Serious difficulty concentrating, remembering, or making decisions because of a physical, mental, or emotional condition"
parent_survey_child_084,ChildConcentration,,,,,,,,,
parent_survey_child_085,ChildConcentration,,,,,,,,,
parent_survey_child_086,ChildConcentration,Don't know,Don't know,No sé,weiß nicht,Je ne sais pas,Weet ik niet,weiß nicht,No sé,Don't know
parent_survey_child_087,ChildStairs,Serious difficulty walking or climbing stairs,Serious difficulty walking or climbing stairs,Dificultad grave para caminar o subir escaleras,Ernsthafte Schwierigkeiten beim Gehen oder Treppensteigen,Difficulté sérieuse à marcher ou à monter des escaliers,Ernstige moeilijkheid met lopen of traplopen,Ernsthafte Schwierigkeiten beim Gehen oder Treppensteigen,Dificultad grave para caminar o subir escaleras,Serious difficulty walking or climbing stairs
parent_survey_child_088,ChildStairs,Yes,Yes,Sí,Ja,Oui,Ja,Ja,Sí,Yes
parent_survey_child_089,ChildStairs,No,No,No,Nein,Non,Nee,Nein,No,No
parent_survey_child_090,ChildDressBathe,Difficulty dressing or bathing,Difficulty dressing or bathing,Dificultad para vestirse o bañarse,Schwierigkeiten beim Anziehen oder Baden,Difficulté à s'habiller ou à se laver,Moeite met aankleden of baden,Schwierigkeiten beim Anziehen oder Baden,Dificultad para vestirse o bañarse,Difficulty dressing or bathing
parent_survey_child_091,ChildDressBathe,Yes,Yes,Sí,Ja,Oui,Ja,Ja,Sí,Yes
parent_survey_child_092,ChildDressBathe,No,No,No,Nein,Non,Nee,Nein,No,No
parent_survey_child_093,ChildHearing,Deafness or problems with hearing,Deafness or problems with hearing,Sordera o problemas de audición,Taubheit oder Hörprobleme,Surdité ou problèmes d'audition,Doofheid of gehoorproblemen,Taubheit oder Hörprobleme,Sordera o problemas de audición,Deafness or problems with hearing
parent_survey_child_094,ChildHearing,Yes,Yes,Sí,Ja,Oui,Ja,Ja,Sí,Yes
parent_survey_child_095,ChildHearing,No,No,No,Nein,Non,Nee,Nein,No,No
parent_survey_child_096,ChildEyesight,"Blindness or problems with seeing, even when wearing glasses","Blindness or problems with seeing, even when wearing glasses","Ceguera o problemas de la vista, incluso cuando utiliza anteojos o lentes","Blindheit oder Sehprobleme, auch beim Tragen einer Brille","Cécité ou problèmes de vision, même en portant des lunettes","Blindheid of problemen met zien, zelfs wanneer het kind een bril draagt","Blindheit oder Sehprobleme, auch beim Tragen einer Brille","Ceguera o problemas de la vista, incluso cuando utiliza anteojos o lentes","Blindness or problems with seeing, even when wearing glasses"
parent_survey_child_097,ChildEyesight,Yes,Yes,Sí,Ja,Oui,Ja,Ja,Sí,Yes
parent_survey_child_098,ChildEyesight,No,No,No,Nein,Non,Nee,Nein,No,No
parent_survey_child_099,ChildVisionHearingOther,"Does your child have any other vision or hearing issues (e.g., frequent ear infections; nearsighted or farsighted)?","Does your child have any other vision or hearing issues (e.g., frequent ear infections; nearsighted or farsighted)?","¿Tiene su niño(a) algún otro problema de visión o audición (por ejemplo, infecciones de oído frecuentes)?",Hat Ihr Kind andere Seh- oder Hörprobleme (z. B. häufige Ohrentzündung)?,"Votre enfant a-t-il d'autres problèmes de vision ou d'audition (par exemple, infections fréquentes de l'oreille, myopie ou hypermétropie) ?",Heeft uw kind andere zicht- of gehoorproblemen (bv. frequente oorinfecties; bijziend of verziend)?,Hat Ihr Kind andere Seh- oder Hörprobleme (z. B. häufige Ohrentzündung)?,"¿Tiene su niño(a) algún otro problema de visión o audición (por ejemplo, infecciones de oído frecuentes)?","Does your child have any other vision or hearing issues (e.g., frequent ear infections; nearsighted or farsighted)?"
parent_survey_child_100,ChildVisionHearingOther,Yes,Yes,Sí,Ja,Oui,Ja,Ja,Sí,Yes
parent_survey_child_101,ChildVisionHearingOther,No,No,No,Nein,Non,Nee,Nein,No,No
parent_survey_child_102,ChildVisionHearingExp,"If yes, please explain:","If yes, please explain:","En caso afirmativo, explíquelo:","Wenn ja, beschreiben Sie diese bitte:","Si oui, veuillez expliquer :","Zo ja, graag toelichten:","Wenn ja, beschreiben Sie diese bitte:","En caso afirmativo, explíquelo:","If yes, please explain:"
parent_survey_child_103,ChildGenetic,Has a doctor or other health care provider <b>EVER</b> told you that your child has a genetic or inherited condition?,Has a doctor or other health care provider <b>EVER</b> told you that your child has a genetic or inherited condition?,¿<b>ALGUNA VEZ</b> su médico o algún otro profesional de la salud le ha dicho que su niño(a) tiene un trastorno genético o hereditario?,"Hat Ihnen ein Arzt oder ein anderer Gesundheitsdienstleister <b>JEMALS</b> gesagt, dass Ihr Kind eine genetische oder vererbte Erkrankung hat?",Un médecin ou un autre prestataire de soins de santé vous a-t-il <b>JAMAIS</b> dit que votre enfant avait une affection génétique ou héréditaire ?,Heeft een arts of andere zorgverlener u <b>OOIT</b> verteld dat uw kind een genetische of erfelijke aandoening heeft?,"Hat Ihnen ein Arzt oder ein anderer Gesundheitsdienstleister <b>JEMALS</b> gesagt, dass Ihr Kind eine genetische oder vererbte Erkrankung hat?",¿<b>ALGUNA VEZ</b> su médico o algún otro profesional de la salud le ha dicho que su niño(a) tiene un trastorno genético o hereditario?,Has a doctor or other health care provider <b>EVER</b> told you that your child has a genetic or inherited condition?
parent_survey_child_104,ChildGenetic,,,,,,,,,
parent_survey_child_105,ChildGenetic,,,,,,,,,
parent_survey_child_106,ChildGenetic,Don't know,Don't know,No sé,weiß nicht,Je ne sais pas,Weet ik niet,weiß nicht,No sé,Don't know
parent_survey_child_107,ChildGenetic,Prefer not to respond,Prefer not to respond,Prefiero no responder,Ich möchte nicht antworten,Préfère ne pas répondre,Liever niet antwoorden,Ich möchte nicht antworten,Prefiero no responder,Prefer not to respond
parent_survey_child_108,ChildGeneticExp,"If yes, please note or explain the condition:","If yes, please note or explain the condition:","En caso afirmativo, indique el trastorno:","Wenn ja, benennen oder beschreiben Sie diese bitte:","Si oui, veuillez noter ou expliquer la condition :","Als het antwoord ja is, graag de aandoening vermelden of toelichten:","Wenn ja, benennen oder beschreiben Sie diese bitte:","En caso afirmativo, indique el trastorno:","If yes, please note or explain the condition:"
